Squad,sq_Poss,sq_Gls,sq_Ast,sq_Gls/90,sq_Ast/90,opp_sq_Poss,opp_sq_Gls,opp_sq_Ast,opp_sq_Gls/90,opp_sq_Ast/90
Oviedo,-4.700000000000003,-21.0,-11.0,-0.5,-0.26,5.200000000000003,-6.0,-5.0,-0.1399999999999999,-0.11999999999999994
PSV Eindhoven,-2.200000000000003,3.0,-3.0,0.08999999999999986,-0.08999999999999986,2.3999999999999986,-2.0,-5.0,-0.05999999999999983,-0.14
Paderborn 07,5.899999999999999,11.0,8.0,0.31999999999999984,0.22999999999999998,-6.599999999999994,0.0,3.0,0.0,0.08999999999999997
Paris FC,0.8999999999999986,-9.0,4.0,-0.2400000000000002,0.10999999999999999,-0.7000000000000028,8.0,4.0,0.22000000000000008,0.10999999999999999
Paris S-G,-2.299999999999997,-2.0,-3.0,-0.06000000000000005,-0.08000000000000007,2.6999999999999957,4.0,2.0,0.10999999999999999,0.04999999999999993
Parma,1.7999999999999972,0.0,3.0,0.0,0.07999999999999996,-2.3000000000000043,-4.0,-8.0,-0.1100000000000001,-0.20999999999999996
Pau FC,-0.8999999999999986,-2.0,-3.0,-0.050000000000000044,-0.07000000000000006,0.0,2.0,9.0,0.06000000000000005,0.24
Paços,-2.5,-3.0,0.0,-0.07999999999999996,0.0,2.6000000000000014,14.0,17.0,0.41999999999999993,0.4999999999999999
Perugia,-5.200000000000003,-1.0,0.0,-0.020000000000000018,0.0,6.100000000000001,19.0,18.0,0.5000000000000001,0.47
Pisa,1.1000000000000014,5.0,-3.0,0.13000000000000012,-0.07999999999999996,-1.7000000000000028,7.0,10.0,0.18000000000000005,0.26
Ponferradina,0.7999999999999972,-18.0,-7.0,-0.43000000000000005,-0.17000000000000004,-1.7000000000000028,-6.0,0.0,-0.14000000000000012,0.0
Portimonense,0.3999999999999986,-3.0,-3.0,-0.07999999999999996,-0.09000000000000002,-0.6000000000000014,4.0,8.0,0.11999999999999988,0.2400000000000001
Porto,-4.200000000000003,-12.0,-5.0,-0.3500000000000001,-0.15000000000000013,4.800000000000004,-3.0,-4.0,-0.08999999999999997,-0.12
Preston,-2.1000000000000014,-6.0,-5.0,-0.14,-0.10999999999999999,2.1999999999999957,4.0,12.0,0.09000000000000008,0.26
QPR,-4.400000000000006,-16.0,-13.0,-0.35,-0.28,4.399999999999999,14.0,2.0,0.30000000000000004,0.040000000000000036
Quevilly-Rouen,5.800000000000004,13.0,12.0,0.33999999999999997,0.31999999999999995,-4.200000000000003,-4.0,-13.0,-0.1100000000000001,-0.3400000000000001
R.F.C. Seraing,-6.299999999999997,-3.0,-5.0,-0.08999999999999997,-0.15000000000000008,7.399999999999999,1.0,6.0,0.030000000000000027,0.17000000000000015
RB Leipzig,2.0,-8.0,-14.0,-0.2400000000000002,-0.41000000000000014,-1.5,3.0,0.0,0.08999999999999986,0.0
RKC Waalwijk,1.8999999999999986,10.0,7.0,0.29000000000000004,0.21000000000000008,-2.1000000000000014,12.0,7.0,0.3500000000000001,0.20999999999999996
Rangers,2.5999999999999943,16.0,6.0,0.4200000000000004,0.15999999999999992,-2.5999999999999943,5.0,5.0,0.13,0.13
Rayo Vallecano,1.3000000000000043,3.0,1.0,0.08000000000000007,0.020000000000000018,-1.3000000000000043,0.0,1.0,0.0,0.020000000000000018
Reading,-5.700000000000003,-9.0,-13.0,-0.18999999999999995,-0.2899999999999999,5.700000000000003,-16.0,-18.0,-0.3500000000000001,-0.3900000000000001
Real Madrid,1.0,-7.0,-3.0,-0.18999999999999995,-0.08000000000000007,5.100000000000001,4.0,1.0,0.10000000000000009,0.020000000000000018
Real Sociedad,0.30000000000000426,7.0,14.0,0.18999999999999995,0.37,0.10000000000000142,-4.0,-2.0,-0.09999999999999998,-0.05999999999999994
Reims,6.5,3.0,4.0,0.06999999999999984,0.10999999999999999,-6.5,-1.0,2.0,-0.030000000000000027,0.05999999999999994
Rennes,-0.5,-15.0,-14.0,-0.3899999999999999,-0.3700000000000001,0.8999999999999986,-1.0,0.0,-0.030000000000000027,0.0
Roda JC,-1.6999999999999957,-26.0,-25.0,-0.69,-0.6599999999999999,1.6999999999999957,10.0,3.0,0.27,0.07999999999999996
Rodez Aveyron,0.7999999999999972,6.0,5.0,0.15000000000000002,0.13,-0.7000000000000028,1.0,1.0,0.030000000000000027,0.029999999999999916
Roma,-2.799999999999997,-8.0,2.0,-0.20999999999999996,0.050000000000000044,2.799999999999997,-4.0,3.0,-0.1100000000000001,0.07000000000000006
Ross County,2.3000000000000043,-8.0,3.0,-0.20999999999999996,0.07000000000000006,-2.3000000000000043,-1.0,-1.0,-0.030000000000000027,-0.030000000000000027
Rostov,1.1000000000000014,4.0,-4.0,0.14000000000000012,-0.13,-1.1000000000000014,-4.0,1.0,-0.13000000000000012,0.040000000000000036
SPAL,3.700000000000003,-6.0,-3.0,-0.1499999999999999,-0.08000000000000007,-3.8000000000000043,-4.0,-2.0,-0.09999999999999987,-0.050000000000000044
Saint-Étienne,7.299999999999997,21.0,17.0,0.5499999999999998,0.45000000000000007,-6.5,-18.0,-24.0,-0.47,-0.63
Salernitana,3.6999999999999957,14.0,15.0,0.37,0.39,-3.8999999999999986,-14.0,-18.0,-0.3700000000000001,-0.48
Samara,-3.3999999999999986,-6.0,-8.0,-0.19999999999999996,-0.26,3.3999999999999986,9.0,4.0,0.30000000000000004,0.13
Sampdoria,0.0,-19.0,-11.0,-0.5000000000000001,-0.29000000000000004,-0.20000000000000284,8.0,12.0,0.20999999999999996,0.30999999999999983
Sandhausen,2.6000000000000014,-5.0,2.0,-0.1499999999999999,0.050000000000000044,-2.9000000000000057,8.0,7.0,0.22999999999999998,0.20000000000000018
Santa Clara,-3.3999999999999986,-10.0,-4.0,-0.30000000000000004,-0.12,3.3000000000000043,1.0,-2.0,0.030000000000000027,-0.05999999999999983
Sassuolo,-5.699999999999996,-14.0,-9.0,-0.3700000000000001,-0.24,6.0,-6.0,-4.0,-0.15999999999999992,-0.10000000000000009
Schalke 04,-6.399999999999999,-37.0,-30.0,-1.0899999999999999,-0.8800000000000001,6.5,26.0,14.0,0.77,0.4099999999999999
Sevilla,-6.799999999999997,-4.0,-9.0,-0.10000000000000009,-0.2300000000000001,7.199999999999996,21.0,21.0,0.55,0.55
Sheffield Utd,-5.699999999999996,9.0,1.0,0.18999999999999995,0.019999999999999796,5.800000000000004,-5.0,-2.0,-0.10000000000000009,-0.040000000000000036
Sint-Truiden,0.8000000000000043,-5.0,-1.0,-0.1499999999999999,-0.030000000000000027,-1.0,-2.0,-9.0,-0.05999999999999983,-0.26
Sochaux,0.5,8.0,5.0,0.2100000000000002,0.13,-0.10000000000000142,7.0,10.0,0.18000000000000005,0.26
Sochi,-1.7999999999999972,-16.0,-9.0,-0.54,-0.29999999999999993,1.7999999999999972,23.0,12.0,0.7699999999999999,0.4
Southampton,-3.200000000000003,-5.0,-1.0,-0.13000000000000012,-0.020000000000000018,3.5,3.0,8.0,0.08000000000000007,0.20999999999999996
Sparta R'dam,5.899999999999999,29.0,25.0,0.86,0.7299999999999999,-6.0,-10.0,-5.0,-0.29000000000000004,-0.15000000000000002
Spartak Moscow,4.600000000000001,22.0,15.0,0.74,0.5,-4.600000000000001,-4.0,1.0,-0.14000000000000012,0.040000000000000036
Spezia,4.699999999999996,-9.0,-7.0,-0.24,-0.19000000000000006,-4.699999999999996,-9.0,-3.0,-0.24,-0.07999999999999985
Sporting CP,3.3000000000000043,-5.0,6.0,-0.1499999999999999,0.17999999999999994,-3.0,10.0,9.0,0.29000000000000004,0.27
Sporting Gijón,-1.5,2.0,0.0,0.040000000000000036,0.0,1.7000000000000028,1.0,2.0,0.030000000000000027,0.050000000000000044
St Johnstone,-0.10000000000000142,18.0,10.0,0.4700000000000001,0.26,0.10000000000000142,4.0,4.0,0.10999999999999988,0.1100000000000001
St Mirren,-6.900000000000006,8.0,1.0,0.21000000000000008,0.030000000000000027,6.900000000000006,13.0,13.0,0.3500000000000001,0.3400000000000001
St. Pauli,1.6999999999999957,-7.0,-6.0,-0.19999999999999996,-0.17999999999999994,-1.7999999999999972,-9.0,-4.0,-0.26,-0.12
Standard Liège,2.6000000000000014,22.0,32.0,0.65,0.9400000000000001,-2.700000000000003,-7.0,20.0,-0.20999999999999996,0.59
Stoke City,0.6000000000000014,0.0,-4.0,0.0,-0.08999999999999997,-0.6000000000000014,2.0,1.0,0.039999999999999813,0.020000000000000018
Strasbourg,-3.6000000000000014,-8.0,-12.0,-0.20999999999999996,-0.31000000000000005,3.6000000000000014,17.0,3.0,0.43999999999999995,0.07000000000000006
Stuttgart,-0.5,5.0,3.0,0.14000000000000012,0.08999999999999997,0.5,-2.0,-5.0,-0.06000000000000005,-0.14000000000000012
Swansea City,0.10000000000000142,9.0,-2.0,0.19999999999999996,-0.040000000000000036,-0.20000000000000284,-5.0,-1.0,-0.09999999999999987,-0.029999999999999916
Telstar,-1.4000000000000057,-8.0,-4.0,-0.20999999999999996,-0.09999999999999998,1.4000000000000057,-23.0,-17.0,-0.6099999999999999,-0.43999999999999995
Tenerife,1.8000000000000043,-9.0,-10.0,-0.20999999999999996,-0.2400000000000001,-1.1999999999999957,0.0,4.0,0.0,0.09999999999999998
Ternana,-0.4000000000000057,-20.0,-20.0,-0.53,-0.53,0.29999999999999716,-7.0,-12.0,-0.17999999999999994,-0.32000000000000006
Torino,-0.09999999999999432,-2.0,7.0,-0.04999999999999982,0.18000000000000005,0.3999999999999986,0.0,3.0,0.0,0.07999999999999996
Tottenham,-1.7999999999999972,5.0,-4.0,0.13000000000000012,-0.1100000000000001,2.1000000000000014,23.0,16.0,0.5999999999999999,0.41999999999999993
Toulouse,-9.600000000000001,-30.0,-25.0,-0.7899999999999998,-0.66,10.100000000000001,23.0,14.0,0.6,0.36999999999999994
Troyes,-1.7999999999999972,8.0,3.0,0.20999999999999985,0.07000000000000006,1.6000000000000014,28.0,21.0,0.74,0.55
Twente,6.599999999999994,12.0,16.0,0.34999999999999987,0.47,-6.900000000000006,-9.0,-9.0,-0.27,-0.27
US Reggina,1.7999999999999972,16.0,16.0,0.41999999999999993,0.42,-0.8999999999999986,-4.0,-10.0,-0.10000000000000009,-0.26
Udinese,5.299999999999997,-12.0,5.0,-0.32000000000000006,0.13000000000000012,-5.700000000000003,-11.0,-7.0,-0.29000000000000004,-0.19000000000000006
Union Berlin,0.09999999999999432,-1.0,5.0,-0.030000000000000027,0.15000000000000013,-0.3999999999999986,-2.0,-2.0,-0.05999999999999983,-0.05999999999999994
Union SG,3.3000000000000043,-4.0,1.0,-0.11999999999999988,0.030000000000000027,-3.6000000000000014,12.0,14.0,0.3599999999999999,0.41
Ural,2.1999999999999957,6.0,-2.0,0.20000000000000007,-0.07000000000000006,-2.1999999999999957,12.0,8.0,0.3999999999999999,0.27
Utrecht,0.8000000000000043,5.0,3.0,0.15000000000000013,0.09000000000000008,-1.1000000000000014,7.0,2.0,0.20999999999999996,0.05999999999999994
VVV-Venlo,2.6000000000000014,6.0,11.0,0.1499999999999999,0.29000000000000015,-2.6000000000000014,-14.0,-13.0,-0.3599999999999999,-0.33999999999999986
Valencia,8.399999999999999,-5.0,-7.0,-0.1299999999999999,-0.18000000000000005,-8.399999999999999,-7.0,0.0,-0.19000000000000017,0.0
Valenciennes,0.20000000000000284,9.0,0.0,0.2400000000000001,0.0,-0.19999999999999574,2.0,-2.0,0.050000000000000044,-0.050000000000000044
Valladolid,-6.199999999999996,-38.0,-27.0,-0.83,-0.58,6.199999999999996,22.0,23.0,0.6799999999999999,0.6599999999999999
Venezia,9.900000000000006,16.0,12.0,0.43000000000000005,0.31000000000000005,-10.5,-19.0,-10.0,-0.5,-0.27
Villarreal,0.10000000000000142,-5.0,-18.0,-0.1299999999999999,-0.4700000000000001,0.10000000000000142,3.0,9.0,0.08000000000000007,0.22999999999999998
Vitesse,-3.3000000000000043,1.0,5.0,0.020000000000000018,0.1499999999999999,3.3000000000000043,0.0,2.0,0.0,0.06000000000000005
Vitória,-0.9000000000000057,-16.0,0.0,-0.47,0.0,1.2000000000000028,-3.0,7.0,-0.08999999999999986,0.20000000000000007
Vizela,0.7000000000000028,-6.0,1.0,-0.18000000000000005,0.029999999999999916,-0.8999999999999986,-19.0,-6.0,-0.5599999999999998,-0.18000000000000005
Volendam,-14.200000000000003,-40.0,-21.0,-0.9199999999999999,-0.44999999999999996,14.300000000000004,15.0,11.0,0.5999999999999999,0.43999999999999995
Watford,11.599999999999994,21.0,9.0,0.29999999999999993,0.07999999999999996,-12.300000000000004,-22.0,-15.0,-0.8200000000000001,-0.58
Werder Bremen,-7.800000000000004,-12.0,-5.0,-0.3500000000000001,-0.1499999999999999,8.0,21.0,26.0,0.6100000000000001,0.76
West Brom,2.1000000000000014,10.0,1.0,0.21999999999999997,0.020000000000000018,-2.0,8.0,7.0,0.16999999999999993,0.15000000000000002
West Ham,-5.799999999999997,-17.0,-21.0,-0.44999999999999996,-0.5499999999999999,6.0,5.0,4.0,0.1299999999999999,0.1100000000000001
Westerlo,-8.200000000000003,6.0,-4.0,-0.15000000000000013,-0.32999999999999996,8.399999999999999,27.0,21.0,0.63,0.52
Willem II,6.600000000000001,36.0,21.0,0.86,0.47999999999999987,-6.700000000000003,-15.0,-13.0,-0.5700000000000001,-0.46999999999999986
Wolfsburg,0.10000000000000142,13.0,19.0,0.3800000000000001,0.55,0.0,-8.0,-6.0,-0.24,-0.17999999999999994
Wolves,0.3999999999999986,-7.0,-10.0,-0.18000000000000005,-0.25999999999999995,-0.6000000000000014,15.0,21.0,0.3899999999999999,0.5499999999999999
Zaragoza,-0.10000000000000142,-2.0,0.0,-0.050000000000000044,0.0,0.0,-3.0,-2.0,-0.06999999999999995,-0.04999999999999993
Zenit,2.5,7.0,4.0,0.22999999999999998,0.1299999999999999,-2.5,-7.0,-2.0,-0.22999999999999998,-0.06999999999999995
Zulte Waregem,0.20000000000000284,7.0,7.0,0.19999999999999996,0.20999999999999996,-1.3000000000000043,10.0,9.0,0.30000000000000027,0.26
Zwolle,9.300000000000004,71.0,52.0,1.7899999999999998,1.2999999999999998,-9.100000000000001,-8.0,2.0,-0.3599999999999999,-0.040000000000000036
